ID,sexo,idade,gr_idade,situ_ocup
2835,Mulher,49,"[30,60)",Desocupada
2836,Mulher,48,"[30,60)",Inativa
2837,Mulher,52,"[30,60)",Inativa
2838,Mulher,45,"[30,60)",Ocupada
2839,Mulher,45,"[30,60)",Ocupada
2840,Mulher,43,"[30,60)",Inativa
2841,Mulher,37,"[30,60)",Inativa
2842,Mulher,53,"[30,60)",Ocupada
2843,Mulher,48,"[30,60)",Ocupada
2844,Mulher,56,"[30,60)",Ocupada
2845,Mulher,31,"[30,60)",Inativa
2846,Mulher,47,"[30,60)",Inativa
2847,Mulher,49,"[30,60)",Inativa
2848,Mulher,53,"[30,60)",Ocupada
2849,Mulher,55,"[30,60)",Ocupada
2850,Mulher,58,"[30,60)",Inativa
2851,Mulher,36,"[30,60)",Inativa
2852,Mulher,31,"[30,60)",Inativa
2853,Mulher,43,"[30,60)",Ocupada
2854,Mulher,48,"[30,60)",Ocupada
2855,Mulher,49,"[30,60)",Inativa
2856,Mulher,41,"[30,60)",Inativa
2857,Mulher,42,"[30,60)",Inativa
2858,Mulher,46,"[30,60)",Ocupada
2859,Mulher,41,"[30,60)",Ocupada
2860,Mulher,30,"[30,60)",Inativa
2861,Mulher,33,"[30,60)",Ocupada
2862,Mulher,52,"[30,60)",Ocupada
2863,Mulher,40,"[30,60)",Inativa
2864,Mulher,38,"[30,60)",Inativa
2865,Mulher,42,"[30,60)",Inativa
2866,Mulher,43,"[30,60)",Ocupada
2867,Mulher,56,"[30,60)",Ocupada
2868,Mulher,36,"[30,60)",Inativa
2869,Mulher,58,"[30,60)",Inativa
2870,Mulher,45,"[30,60)",Inativa
2871,Mulher,50,"[30,60)",Ocupada
2872,Mulher,44,"[30,60)",Inativa
2873,Mulher,40,"[30,60)",Ocupada
2874,Mulher,56,"[30,60)",Ocupada
2875,Mulher,55,"[30,60)",Inativa
2876,Mulher,36,"[30,60)",Inativa
2877,Mulher,49,"[30,60)",Ocupada
2878,Mulher,57,"[30,60)",Ocupada
2879,Mulher,55,"[30,60)",Ocupada
2880,Mulher,31,"[30,60)",Ocupada
2881,Mulher,38,"[30,60)",Ocupada
2882,Mulher,34,"[30,60)",Ocupada
2883,Mulher,55,"[30,60)",Ocupada
2884,Mulher,54,"[30,60)",Inativa
2885,Mulher,45,"[30,60)",Ocupada
2886,Mulher,53,"[30,60)",Inativa
2887,Mulher,42,"[30,60)",Inativa
2888,Mulher,52,"[30,60)",Ocupada
2889,Mulher,59,"[30,60)",Inativa
2890,Mulher,39,"[30,60)",Ocupada
2891,Mulher,48,"[30,60)",Inativa
2892,Mulher,40,"[30,60)",Ocupada
2893,Mulher,43,"[30,60)",Ocupada
2894,Mulher,37,"[30,60)",Inativa
2895,Mulher,40,"[30,60)",Inativa
2896,Mulher,30,"[30,60)",Inativa
2897,Mulher,46,"[30,60)",Ocupada
2898,Mulher,35,"[30,60)",Ocupada
2899,Mulher,57,"[30,60)",Inativa
2900,Mulher,53,"[30,60)",Ocupada
2901,Mulher,54,"[30,60)",Inativa
2902,Mulher,34,"[30,60)",Ocupada
2903,Mulher,42,"[30,60)",Ocupada
2904,Mulher,41,"[30,60)",Ocupada
2905,Mulher,53,"[30,60)",Inativa
2906,Mulher,58,"[30,60)",Ocupada
2907,Mulher,45,"[30,60)",Ocupada
2908,Mulher,57,"[30,60)",Inativa
2909,Mulher,40,"[30,60)",Ocupada
2910,Mulher,36,"[30,60)",Ocupada
2911,Mulher,40,"[30,60)",Desocupada
2912,Mulher,50,"[30,60)",Ocupada
2913,Mulher,41,"[30,60)",Ocupada
2914,Mulher,32,"[30,60)",Inativa
2915,Mulher,52,"[30,60)",Inativa
2916,Mulher,30,"[30,60)",Inativa
2917,Mulher,35,"[30,60)",Inativa
2918,Mulher,49,"[30,60)",Ocupada
2919,Mulher,51,"[30,60)",Ocupada
2920,Mulher,42,"[30,60)",Inativa
2921,Mulher,38,"[30,60)",Inativa
2922,Mulher,56,"[30,60)",Inativa
2923,Mulher,48,"[30,60)",Ocupada
2924,Mulher,44,"[30,60)",Desocupada
2925,Mulher,44,"[30,60)",Inativa
2926,Mulher,35,"[30,60)",Inativa
2927,Mulher,56,"[30,60)",Ocupada
2928,Mulher,57,"[30,60)",Ocupada
2929,Mulher,42,"[30,60)",Ocupada
2930,Mulher,49,"[30,60)",Ocupada
2931,Mulher,59,"[30,60)",Inativa
2932,Mulher,56,"[30,60)",Ocupada
2933,Mulher,50,"[30,60)",Ocupada
2934,Mulher,43,"[30,60)",Inativa
2935,Mulher,35,"[30,60)",Ocupada
2936,Mulher,35,"[30,60)",Inativa
2937,Mulher,34,"[30,60)",Inativa
2938,Mulher,34,"[30,60)",Ocupada
2939,Mulher,31,"[30,60)",Ocupada
2940,Mulher,35,"[30,60)",Ocupada
2941,Mulher,39,"[30,60)",Ocupada
2942,Mulher,31,"[30,60)",Desocupada
2943,Mulher,40,"[30,60)",Inativa
2944,Mulher,46,"[30,60)",Ocupada
2945,Mulher,44,"[30,60)",Ocupada
2946,Mulher,52,"[30,60)",Ocupada
2947,Mulher,55,"[30,60)",Ocupada
2948,Mulher,43,"[30,60)",Inativa
2949,Mulher,58,"[30,60)",Inativa
2950,Mulher,41,"[30,60)",Inativa
2951,Mulher,42,"[30,60)",Inativa
2952,Mulher,46,"[30,60)",Desocupada
2953,Mulher,54,"[30,60)",Inativa
2954,Mulher,53,"[30,60)",Ocupada
2955,Mulher,50,"[30,60)",Inativa
2956,Mulher,42,"[30,60)",Inativa
2957,Mulher,45,"[30,60)",Inativa
2958,Mulher,44,"[30,60)",Ocupada
2959,Mulher,44,"[30,60)",Ocupada
2960,Mulher,41,"[30,60)",Inativa
2961,Mulher,47,"[30,60)",Ocupada
2962,Mulher,58,"[30,60)",Inativa
2963,Mulher,48,"[30,60)",Inativa
2964,Mulher,33,"[30,60)",Ocupada
2965,Mulher,42,"[30,60)",Ocupada
2966,Mulher,33,"[30,60)",Inativa
2967,Mulher,35,"[30,60)",Inativa
2968,Mulher,59,"[30,60)",Inativa
2969,Mulher,32,"[30,60)",Ocupada
2970,Mulher,38,"[30,60)",Inativa
2971,Mulher,49,"[30,60)",Ocupada
2972,Mulher,44,"[30,60)",Inativa
2973,Mulher,44,"[30,60)",Ocupada
2974,Mulher,39,"[30,60)",Inativa
2975,Mulher,53,"[30,60)",Inativa
2976,Mulher,40,"[30,60)",Ocupada
2977,Mulher,58,"[30,60)",Ocupada
2978,Mulher,46,"[30,60)",Ocupada
2979,Mulher,43,"[30,60)",Ocupada
2980,Mulher,58,"[30,60)",Inativa
2981,Mulher,55,"[30,60)",Inativa
2982,Mulher,57,"[30,60)",Inativa
2983,Mulher,45,"[30,60)",Inativa
2984,Mulher,58,"[30,60)",Desocupada
2985,Mulher,53,"[30,60)",Ocupada
2986,Mulher,36,"[30,60)",Ocupada
2987,Mulher,51,"[30,60)",Inativa
2988,Mulher,58,"[30,60)",Inativa
2989,Mulher,48,"[30,60)",Inativa
2990,Mulher,31,"[30,60)",Desocupada
2991,Mulher,44,"[30,60)",Inativa
2992,Mulher,34,"[30,60)",Ocupada
2993,Mulher,33,"[30,60)",Ocupada
2994,Mulher,44,"[30,60)",Inativa
2995,Mulher,40,"[30,60)",Ocupada
2996,Mulher,38,"[30,60)",Ocupada
2997,Mulher,45,"[30,60)",Ocupada
2998,Mulher,57,"[30,60)",Ocupada
2999,Mulher,59,"[30,60)",Inativa
3000,Mulher,35,"[30,60)",Inativa
3001,Mulher,44,"[30,60)",Inativa
3002,Mulher,56,"[30,60)",Inativa
3003,Mulher,43,"[30,60)",Inativa
3004,Mulher,42,"[30,60)",Desocupada
3005,Mulher,35,"[30,60)",Desocupada
3006,Mulher,50,"[30,60)",Ocupada
3007,Mulher,35,"[30,60)",Ocupada
3008,Mulher,51,"[30,60)",Inativa
3009,Mulher,59,"[30,60)",Inativa
3010,Mulher,37,"[30,60)",Inativa
3011,Mulher,53,"[30,60)",Ocupada
3012,Mulher,38,"[30,60)",Ocupada
3013,Mulher,51,"[30,60)",Ocupada
3014,Mulher,55,"[30,60)",Inativa
3015,Mulher,44,"[30,60)",Ocupada
3016,Mulher,42,"[30,60)",Ocupada
3017,Mulher,52,"[30,60)",Ocupada
3018,Mulher,51,"[30,60)",Inativa
3019,Mulher,39,"[30,60)",Desocupada
3020,Mulher,34,"[30,60)",Inativa
3021,Mulher,41,"[30,60)",Inativa
3022,Mulher,56,"[30,60)",Desocupada
3023,Mulher,43,"[30,60)",Inativa
3024,Mulher,33,"[30,60)",Inativa
3025,Mulher,47,"[30,60)",Inativa
3026,Mulher,40,"[30,60)",Ocupada
3027,Mulher,36,"[30,60)",Ocupada
3028,Mulher,32,"[30,60)",Ocupada
3029,Mulher,35,"[30,60)",Inativa
3030,Mulher,41,"[30,60)",Inativa
3031,Mulher,36,"[30,60)",Inativa
3032,Mulher,40,"[30,60)",Ocupada
3033,Mulher,30,"[30,60)",Inativa
3034,Mulher,33,"[30,60)",Inativa
3035,Mulher,30,"[30,60)",Ocupada
3036,Mulher,31,"[30,60)",Desocupada
3037,Mulher,51,"[30,60)",Inativa
3038,Mulher,36,"[30,60)",Ocupada
3039,Mulher,59,"[30,60)",Ocupada
3040,Mulher,38,"[30,60)",Ocupada
3041,Mulher,54,"[30,60)",Ocupada
3042,Mulher,36,"[30,60)",Inativa
3043,Mulher,39,"[30,60)",Ocupada
3044,Mulher,45,"[30,60)",Desocupada
3045,Mulher,38,"[30,60)",Inativa
3046,Mulher,42,"[30,60)",Ocupada
3047,Mulher,37,"[30,60)",Inativa
3048,Mulher,39,"[30,60)",Ocupada
3049,Mulher,54,"[30,60)",Inativa
3050,Mulher,53,"[30,60)",Inativa
3051,Mulher,36,"[30,60)",Ocupada
3052,Mulher,53,"[30,60)",Ocupada
3053,Mulher,33,"[30,60)",Ocupada
3054,Mulher,56,"[30,60)",Inativa
3055,Mulher,31,"[30,60)",Ocupada
3056,Mulher,45,"[30,60)",Ocupada
3057,Mulher,53,"[30,60)",Inativa
3058,Mulher,31,"[30,60)",Ocupada
3059,Mulher,55,"[30,60)",Ocupada
3060,Mulher,50,"[30,60)",Inativa
3061,Mulher,32,"[30,60)",Ocupada
3062,Mulher,40,"[30,60)",Ocupada
3063,Mulher,48,"[30,60)",Ocupada
3064,Mulher,34,"[30,60)",Desocupada
3065,Mulher,54,"[30,60)",Ocupada
3066,Mulher,57,"[30,60)",Inativa
3067,Mulher,59,"[30,60)",Inativa
3068,Mulher,57,"[30,60)",Inativa
3069,Mulher,41,"[30,60)",Desocupada
3070,Mulher,53,"[30,60)",Inativa
3071,Mulher,53,"[30,60)",Inativa
3072,Mulher,47,"[30,60)",Ocupada
3073,Mulher,52,"[30,60)",Inativa
3074,Mulher,50,"[30,60)",Ocupada
3075,Mulher,43,"[30,60)",Inativa
3076,Mulher,40,"[30,60)",Inativa
3077,Mulher,54,"[30,60)",Ocupada
3078,Mulher,57,"[30,60)",Inativa
3079,Mulher,51,"[30,60)",Ocupada
3080,Mulher,40,"[30,60)",Inativa
3081,Mulher,43,"[30,60)",Ocupada
3082,Mulher,38,"[30,60)",Inativa
3083,Mulher,57,"[30,60)",Inativa
3084,Mulher,45,"[30,60)",Ocupada
3085,Mulher,36,"[30,60)",Desocupada
3086,Mulher,35,"[30,60)",Ocupada
3087,Mulher,41,"[30,60)",Inativa
3088,Mulher,32,"[30,60)",Inativa
3089,Mulher,38,"[30,60)",Desocupada
3090,Mulher,46,"[30,60)",Inativa
3091,Mulher,36,"[30,60)",Ocupada
3092,Mulher,32,"[30,60)",Inativa
3093,Mulher,32,"[30,60)",Desocupada
3094,Mulher,39,"[30,60)",Ocupada
3095,Mulher,31,"[30,60)",Ocupada
3096,Mulher,47,"[30,60)",Inativa
3097,Mulher,58,"[30,60)",Inativa
3098,Mulher,38,"[30,60)",Desocupada
3099,Mulher,45,"[30,60)",Ocupada
3100,Mulher,46,"[30,60)",Ocupada
3101,Mulher,34,"[30,60)",Ocupada
3102,Mulher,56,"[30,60)",Inativa
3103,Mulher,54,"[30,60)",Ocupada
3104,Mulher,39,"[30,60)",Inativa
3105,Mulher,42,"[30,60)",Inativa
3106,Mulher,53,"[30,60)",Ocupada
3107,Mulher,49,"[30,60)",Ocupada
3108,Mulher,36,"[30,60)",Ocupada
3109,Mulher,43,"[30,60)",Ocupada
3110,Mulher,48,"[30,60)",Inativa
3111,Mulher,33,"[30,60)",Ocupada
3112,Mulher,30,"[30,60)",Inativa
3113,Mulher,57,"[30,60)",Inativa
3114,Mulher,59,"[30,60)",Inativa
3115,Mulher,49,"[30,60)",Inativa
3116,Mulher,58,"[30,60)",Inativa
3117,Mulher,51,"[30,60)",Ocupada
3118,Mulher,37,"[30,60)",Inativa
3119,Mulher,34,"[30,60)",Inativa
3120,Mulher,58,"[30,60)",Ocupada
3121,Mulher,42,"[30,60)",Ocupada
3122,Mulher,46,"[30,60)",Inativa
3123,Mulher,45,"[30,60)",Ocupada
3124,Mulher,37,"[30,60)",Inativa
3125,Mulher,40,"[30,60)",Ocupada
3126,Mulher,38,"[30,60)",Ocupada
3127,Mulher,38,"[30,60)",Ocupada
3128,Mulher,55,"[30,60)",Inativa
3129,Mulher,37,"[30,60)",Ocupada
3130,Mulher,59,"[30,60)",Ocupada
3131,Mulher,41,"[30,60)",Ocupada
3132,Mulher,41,"[30,60)",Inativa
3133,Mulher,33,"[30,60)",Ocupada
3134,Mulher,52,"[30,60)",Desocupada
3135,Mulher,37,"[30,60)",Ocupada
3136,Mulher,36,"[30,60)",Inativa
3137,Mulher,56,"[30,60)",Inativa
3138,Mulher,35,"[30,60)",Ocupada
3139,Mulher,39,"[30,60)",Inativa
3140,Mulher,56,"[30,60)",Inativa
3141,Mulher,41,"[30,60)",Inativa
3142,Mulher,46,"[30,60)",Inativa
3143,Mulher,47,"[30,60)",Inativa
3144,Mulher,44,"[30,60)",Ocupada
3145,Mulher,30,"[30,60)",Desocupada
3146,Mulher,31,"[30,60)",Ocupada
3147,Mulher,47,"[30,60)",Desocupada
3148,Mulher,52,"[30,60)",Inativa
3149,Mulher,47,"[30,60)",Inativa
3150,Mulher,53,"[30,60)",Inativa
3151,Mulher,32,"[30,60)",Ocupada
3152,Mulher,58,"[30,60)",Ocupada
3153,Mulher,31,"[30,60)",Inativa
3154,Mulher,39,"[30,60)",Ocupada
3155,Mulher,57,"[30,60)",Inativa
3156,Mulher,53,"[30,60)",Inativa
3157,Mulher,46,"[30,60)",Inativa
3158,Mulher,34,"[30,60)",Ocupada
3159,Mulher,45,"[30,60)",Ocupada
3160,Mulher,44,"[30,60)",Inativa
3161,Mulher,35,"[30,60)",Desocupada
3162,Mulher,51,"[30,60)",Desocupada
3163,Mulher,45,"[30,60)",Ocupada
3164,Mulher,57,"[30,60)",Inativa
3165,Mulher,56,"[30,60)",Inativa
3166,Mulher,48,"[30,60)",Ocupada
3167,Mulher,35,"[30,60)",Ocupada
3168,Mulher,39,"[30,60)",Ocupada
3169,Mulher,30,"[30,60)",Inativa
3170,Mulher,32,"[30,60)",Ocupada
3171,Mulher,52,"[30,60)",Ocupada
3172,Mulher,30,"[30,60)",Ocupada
3173,Mulher,56,"[30,60)",Inativa
3174,Mulher,32,"[30,60)",Ocupada
3175,Mulher,42,"[30,60)",Inativa
3176,Mulher,52,"[30,60)",Ocupada
3177,Mulher,42,"[30,60)",Ocupada
3178,Mulher,34,"[30,60)",Ocupada
3179,Mulher,33,"[30,60)",Desocupada
3180,Mulher,51,"[30,60)",Ocupada
3181,Mulher,37,"[30,60)",Ocupada
3182,Mulher,57,"[30,60)",Inativa
3183,Mulher,45,"[30,60)",Inativa
3184,Mulher,49,"[30,60)",Ocupada
3185,Mulher,34,"[30,60)",Inativa
3186,Mulher,42,"[30,60)",Desocupada
3187,Mulher,42,"[30,60)",Inativa
3188,Mulher,45,"[30,60)",Inativa
3189,Mulher,53,"[30,60)",Inativa
3190,Mulher,59,"[30,60)",Inativa
3191,Mulher,35,"[30,60)",Ocupada
3192,Mulher,52,"[30,60)",Ocupada
3193,Mulher,43,"[30,60)",Inativa
3194,Mulher,35,"[30,60)",Inativa
3195,Mulher,58,"[30,60)",Inativa
3196,Mulher,33,"[30,60)",Inativa
3197,Mulher,39,"[30,60)",Inativa
3198,Mulher,31,"[30,60)",Desocupada
3199,Mulher,35,"[30,60)",Inativa
3200,Mulher,46,"[30,60)",Inativa
3201,Mulher,35,"[30,60)",Ocupada
3202,Mulher,32,"[30,60)",Ocupada
3203,Mulher,37,"[30,60)",Ocupada
3204,Mulher,51,"[30,60)",Inativa
3205,Mulher,32,"[30,60)",Desocupada
3206,Mulher,56,"[30,60)",Inativa
3207,Mulher,52,"[30,60)",Ocupada
3208,Mulher,43,"[30,60)",Inativa
3209,Mulher,46,"[30,60)",Ocupada
3210,Mulher,40,"[30,60)",Inativa
3211,Mulher,50,"[30,60)",Inativa
3212,Mulher,32,"[30,60)",Ocupada
3213,Mulher,45,"[30,60)",Inativa
3214,Mulher,34,"[30,60)",Ocupada
3215,Mulher,40,"[30,60)",Ocupada
3216,Mulher,40,"[30,60)",Inativa
3217,Mulher,43,"[30,60)",Inativa
3218,Mulher,37,"[30,60)",Inativa
3219,Mulher,50,"[30,60)",Inativa
3220,Mulher,57,"[30,60)",Inativa
3221,Mulher,52,"[30,60)",Inativa
3222,Mulher,38,"[30,60)",Inativa
3223,Mulher,54,"[30,60)",Inativa
3224,Mulher,31,"[30,60)",Ocupada
3225,Mulher,59,"[30,60)",Inativa
3226,Mulher,47,"[30,60)",Ocupada
3227,Mulher,35,"[30,60)",Ocupada
3228,Mulher,31,"[30,60)",Inativa
3229,Mulher,56,"[30,60)",Inativa
3230,Mulher,38,"[30,60)",Ocupada
3231,Mulher,46,"[30,60)",Inativa
3232,Mulher,49,"[30,60)",Desocupada
3233,Mulher,58,"[30,60)",Ocupada
3234,Mulher,40,"[30,60)",Desocupada
3235,Mulher,53,"[30,60)",Ocupada
3236,Mulher,56,"[30,60)",Ocupada
3237,Mulher,49,"[30,60)",Ocupada
3238,Mulher,38,"[30,60)",Inativa
3239,Mulher,51,"[30,60)",Ocupada
3240,Mulher,39,"[30,60)",Inativa
3241,Mulher,41,"[30,60)",Ocupada
3242,Mulher,48,"[30,60)",Inativa
3243,Mulher,32,"[30,60)",Ocupada
3244,Mulher,55,"[30,60)",Inativa
3245,Mulher,37,"[30,60)",Desocupada
3246,Mulher,44,"[30,60)",Inativa
3247,Mulher,41,"[30,60)",Desocupada
3248,Mulher,50,"[30,60)",Inativa
3249,Mulher,47,"[30,60)",Ocupada
3250,Mulher,51,"[30,60)",Ocupada
3251,Mulher,45,"[30,60)",Inativa
3252,Mulher,54,"[30,60)",Ocupada
3253,Mulher,56,"[30,60)",Inativa
3254,Mulher,50,"[30,60)",Ocupada
3255,Mulher,38,"[30,60)",Inativa
3256,Mulher,41,"[30,60)",Desocupada
3257,Mulher,52,"[30,60)",Inativa
3258,Mulher,58,"[30,60)",Inativa
3259,Mulher,42,"[30,60)",Inativa
3260,Mulher,30,"[30,60)",Ocupada
3261,Mulher,30,"[30,60)",Inativa
3262,Mulher,37,"[30,60)",Inativa
3263,Mulher,41,"[30,60)",Inativa
3264,Mulher,53,"[30,60)",Ocupada
3265,Mulher,35,"[30,60)",Ocupada
3266,Mulher,35,"[30,60)",Inativa
3267,Mulher,58,"[30,60)",Inativa
3268,Mulher,39,"[30,60)",Inativa
3269,Mulher,32,"[30,60)",Ocupada
3270,Mulher,57,"[30,60)",Inativa
3271,Mulher,47,"[30,60)",Inativa
3272,Mulher,48,"[30,60)",Inativa
3273,Mulher,35,"[30,60)",Inativa
3274,Mulher,36,"[30,60)",Inativa
3275,Mulher,49,"[30,60)",Ocupada
3276,Mulher,42,"[30,60)",Ocupada
3277,Mulher,30,"[30,60)",Ocupada
3278,Mulher,30,"[30,60)",Desocupada
3279,Mulher,49,"[30,60)",Inativa
3280,Mulher,52,"[30,60)",Inativa
3281,Mulher,46,"[30,60)",Ocupada
3282,Mulher,53,"[30,60)",Inativa
3283,Mulher,42,"[30,60)",Inativa
3284,Mulher,42,"[30,60)",Inativa
3285,Mulher,35,"[30,60)",Ocupada
3286,Mulher,50,"[30,60)",Inativa
3287,Mulher,43,"[30,60)",Inativa
3288,Mulher,34,"[30,60)",Inativa
3289,Mulher,57,"[30,60)",Ocupada
3290,Mulher,32,"[30,60)",Ocupada
3291,Mulher,39,"[30,60)",Ocupada
3292,Mulher,57,"[30,60)",Inativa
3293,Mulher,34,"[30,60)",Desocupada
3294,Mulher,57,"[30,60)",Ocupada
3295,Mulher,55,"[30,60)",Inativa
3296,Mulher,46,"[30,60)",Inativa
3297,Mulher,43,"[30,60)",Desocupada
3298,Mulher,54,"[30,60)",Inativa
3299,Mulher,39,"[30,60)",Inativa
3300,Mulher,40,"[30,60)",Inativa
3301,Mulher,32,"[30,60)",Ocupada
3302,Mulher,42,"[30,60)",Inativa
3303,Mulher,51,"[30,60)",Desocupada
3304,Mulher,42,"[30,60)",Desocupada
3305,Mulher,37,"[30,60)",Ocupada
3306,Mulher,45,"[30,60)",Desocupada
3307,Mulher,40,"[30,60)",Inativa
3308,Mulher,39,"[30,60)",Inativa
3309,Mulher,31,"[30,60)",Inativa
3310,Mulher,33,"[30,60)",Inativa
3311,Mulher,39,"[30,60)",Inativa
3312,Mulher,41,"[30,60)",Desocupada
3313,Mulher,39,"[30,60)",Ocupada
3314,Mulher,54,"[30,60)",Inativa
3315,Mulher,56,"[30,60)",Inativa
3316,Mulher,56,"[30,60)",Inativa
3317,Mulher,35,"[30,60)",Ocupada
3318,Mulher,46,"[30,60)",Ocupada
3319,Mulher,46,"[30,60)",Inativa
3320,Mulher,59,"[30,60)",Desocupada
3321,Mulher,37,"[30,60)",Inativa
3322,Mulher,52,"[30,60)",Ocupada
3323,Mulher,36,"[30,60)",Ocupada
3324,Mulher,55,"[30,60)",Ocupada
3325,Mulher,38,"[30,60)",Desocupada
3326,Mulher,43,"[30,60)",Inativa
3327,Mulher,37,"[30,60)",Desocupada
3328,Mulher,39,"[30,60)",Ocupada
3329,Mulher,35,"[30,60)",Ocupada
3330,Mulher,32,"[30,60)",Inativa
3331,Mulher,53,"[30,60)",Ocupada
3332,Mulher,35,"[30,60)",Ocupada
3333,Mulher,33,"[30,60)",Ocupada
3334,Mulher,49,"[30,60)",Inativa
3335,Mulher,52,"[30,60)",Ocupada
3336,Mulher,48,"[30,60)",Inativa
3337,Mulher,45,"[30,60)",Inativa
3338,Mulher,57,"[30,60)",Ocupada
3339,Mulher,37,"[30,60)",Ocupada
3340,Mulher,34,"[30,60)",Ocupada
3341,Mulher,59,"[30,60)",Inativa
3342,Mulher,31,"[30,60)",Inativa
3343,Mulher,50,"[30,60)",Inativa
3344,Mulher,35,"[30,60)",Inativa
3345,Mulher,54,"[30,60)",Ocupada
3346,Mulher,36,"[30,60)",Ocupada
3347,Mulher,33,"[30,60)",Inativa
3348,Mulher,35,"[30,60)",Inativa
3349,Mulher,44,"[30,60)",Ocupada
3350,Mulher,51,"[30,60)",Ocupada
3351,Mulher,57,"[30,60)",Inativa
3352,Mulher,31,"[30,60)",Inativa
3353,Mulher,40,"[30,60)",Ocupada
3354,Mulher,39,"[30,60)",Ocupada
3355,Mulher,36,"[30,60)",Inativa
3356,Mulher,52,"[30,60)",Ocupada
3357,Mulher,33,"[30,60)",Inativa
3358,Mulher,49,"[30,60)",Inativa
3359,Mulher,39,"[30,60)",Ocupada
3360,Mulher,50,"[30,60)",Inativa
3361,Mulher,38,"[30,60)",Desocupada
3362,Mulher,45,"[30,60)",Inativa
3363,Mulher,42,"[30,60)",Ocupada
3364,Mulher,48,"[30,60)",Inativa
3365,Mulher,38,"[30,60)",Inativa
3366,Mulher,36,"[30,60)",Desocupada
3367,Mulher,48,"[30,60)",Inativa
3368,Mulher,47,"[30,60)",Inativa
3369,Mulher,37,"[30,60)",Ocupada
3370,Mulher,35,"[30,60)",Inativa
3371,Mulher,37,"[30,60)",Desocupada
3372,Mulher,57,"[30,60)",Ocupada
3373,Mulher,47,"[30,60)",Ocupada
3374,Mulher,45,"[30,60)",Ocupada
3375,Mulher,31,"[30,60)",Ocupada
3376,Mulher,42,"[30,60)",Inativa
3377,Mulher,42,"[30,60)",Inativa
3378,Mulher,45,"[30,60)",Inativa
3379,Mulher,32,"[30,60)",Ocupada
3380,Mulher,57,"[30,60)",Inativa
3381,Mulher,55,"[30,60)",Ocupada
3382,Mulher,45,"[30,60)",Inativa
3383,Mulher,54,"[30,60)",Inativa
3384,Mulher,34,"[30,60)",Ocupada
3385,Mulher,56,"[30,60)",Inativa
3386,Mulher,33,"[30,60)",Inativa
3387,Mulher,45,"[30,60)",Inativa
3388,Mulher,57,"[30,60)",Inativa
3389,Mulher,49,"[30,60)",Inativa
3390,Mulher,52,"[30,60)",Inativa
3391,Mulher,33,"[30,60)",Ocupada
3392,Mulher,57,"[30,60)",Desocupada
3393,Mulher,36,"[30,60)",Inativa
3394,Mulher,33,"[30,60)",Inativa
3395,Mulher,42,"[30,60)",Ocupada
3396,Mulher,37,"[30,60)",Ocupada
3397,Mulher,44,"[30,60)",Inativa
3398,Mulher,36,"[30,60)",Desocupada
3399,Mulher,42,"[30,60)",Inativa
3400,Mulher,51,"[30,60)",Ocupada
3401,Mulher,30,"[30,60)",Ocupada
3402,Mulher,55,"[30,60)",Ocupada
3403,Mulher,56,"[30,60)",Ocupada
3404,Mulher,40,"[30,60)",Ocupada
3405,Mulher,34,"[30,60)",Ocupada
3406,Mulher,51,"[30,60)",Ocupada
3407,Mulher,42,"[30,60)",Inativa
3408,Mulher,37,"[30,60)",Ocupada
3409,Mulher,46,"[30,60)",Inativa
3410,Mulher,54,"[30,60)",Inativa
3411,Mulher,31,"[30,60)",Inativa
3412,Mulher,44,"[30,60)",Ocupada
3413,Mulher,47,"[30,60)",Inativa
3414,Mulher,38,"[30,60)",Inativa
3415,Mulher,44,"[30,60)",Ocupada
3416,Mulher,31,"[30,60)",Inativa
3417,Mulher,47,"[30,60)",Desocupada
3418,Mulher,46,"[30,60)",Ocupada
3419,Mulher,41,"[30,60)",Ocupada
3420,Mulher,50,"[30,60)",Inativa
3421,Mulher,46,"[30,60)",Ocupada
3422,Mulher,55,"[30,60)",Inativa
3423,Mulher,31,"[30,60)",Ocupada
3424,Mulher,52,"[30,60)",Ocupada
3425,Mulher,59,"[30,60)",Inativa
3426,Mulher,45,"[30,60)",Inativa
3427,Mulher,32,"[30,60)",Inativa
3428,Mulher,45,"[30,60)",Inativa
3429,Mulher,48,"[30,60)",Ocupada
3430,Mulher,56,"[30,60)",Ocupada
3431,Mulher,38,"[30,60)",Inativa
3432,Mulher,30,"[30,60)",Desocupada
3433,Mulher,40,"[30,60)",Ocupada
3434,Mulher,35,"[30,60)",Inativa
3435,Mulher,35,"[30,60)",Ocupada
3436,Mulher,31,"[30,60)",Ocupada
3437,Mulher,31,"[30,60)",Inativa
3438,Mulher,45,"[30,60)",Ocupada
3439,Mulher,40,"[30,60)",Ocupada
3440,Mulher,53,"[30,60)",Inativa
3441,Mulher,55,"[30,60)",Inativa
3442,Mulher,44,"[30,60)",Inativa
3443,Mulher,50,"[30,60)",Ocupada
3444,Mulher,52,"[30,60)",Ocupada
3445,Mulher,32,"[30,60)",Desocupada
3446,Mulher,37,"[30,60)",Inativa
3447,Mulher,41,"[30,60)",Inativa
3448,Mulher,31,"[30,60)",Ocupada
3449,Mulher,55,"[30,60)",Inativa
3450,Mulher,42,"[30,60)",Desocupada
3451,Mulher,47,"[30,60)",Desocupada
3452,Mulher,40,"[30,60)",Inativa
3453,Mulher,56,"[30,60)",Inativa
3454,Mulher,34,"[30,60)",Ocupada
