ID,sexo,idade,gr_idade,situ_ocup
1415,Homem,44,"[30,60)",Ocupada
1416,Homem,34,"[30,60)",Ocupada
1417,Homem,37,"[30,60)",Ocupada
1418,Homem,30,"[30,60)",Ocupada
1419,Homem,51,"[30,60)",Inativa
1420,Homem,56,"[30,60)",Inativa
1421,Homem,57,"[30,60)",Ocupada
1422,Homem,41,"[30,60)",Ocupada
1423,Homem,54,"[30,60)",Inativa
1424,Homem,52,"[30,60)",Ocupada
1425,Homem,42,"[30,60)",Ocupada
1426,Homem,33,"[30,60)",Inativa
1427,Homem,35,"[30,60)",Inativa
1428,Homem,46,"[30,60)",Inativa
1429,Homem,41,"[30,60)",Ocupada
1430,Homem,32,"[30,60)",Ocupada
1431,Homem,42,"[30,60)",Ocupada
1432,Homem,43,"[30,60)",Ocupada
1433,Homem,55,"[30,60)",Inativa
1434,Homem,49,"[30,60)",Ocupada
1435,Homem,39,"[30,60)",Ocupada
1436,Homem,39,"[30,60)",Ocupada
1437,Homem,50,"[30,60)",Ocupada
1438,Homem,46,"[30,60)",Ocupada
1439,Homem,41,"[30,60)",Ocupada
1440,Homem,34,"[30,60)",Ocupada
1441,Homem,38,"[30,60)",Inativa
1442,Homem,47,"[30,60)",Ocupada
1443,Homem,49,"[30,60)",Ocupada
1444,Homem,55,"[30,60)",Ocupada
1445,Homem,38,"[30,60)",Ocupada
1446,Homem,34,"[30,60)",Ocupada
1447,Homem,47,"[30,60)",Inativa
1448,Homem,51,"[30,60)",Ocupada
1449,Homem,56,"[30,60)",Inativa
1450,Homem,32,"[30,60)",Ocupada
1451,Homem,32,"[30,60)",Ocupada
1452,Homem,42,"[30,60)",Ocupada
1453,Homem,51,"[30,60)",Desocupada
1454,Homem,34,"[30,60)",Ocupada
1455,Homem,35,"[30,60)",Ocupada
1456,Homem,32,"[30,60)",Ocupada
1457,Homem,34,"[30,60)",Ocupada
1458,Homem,33,"[30,60)",Ocupada
1459,Homem,33,"[30,60)",Desocupada
1460,Homem,47,"[30,60)",Ocupada
1461,Homem,35,"[30,60)",Ocupada
1462,Homem,38,"[30,60)",Inativa
1463,Homem,42,"[30,60)",Ocupada
1464,Homem,32,"[30,60)",Ocupada
1465,Homem,34,"[30,60)",Inativa
1466,Homem,45,"[30,60)",Ocupada
1467,Homem,46,"[30,60)",Ocupada
1468,Homem,48,"[30,60)",Inativa
1469,Homem,38,"[30,60)",Ocupada
1470,Homem,40,"[30,60)",Ocupada
1471,Homem,33,"[30,60)",Inativa
1472,Homem,41,"[30,60)",Ocupada
1473,Homem,53,"[30,60)",Ocupada
1474,Homem,48,"[30,60)",Ocupada
1475,Homem,47,"[30,60)",Inativa
1476,Homem,49,"[30,60)",Ocupada
1477,Homem,45,"[30,60)",Ocupada
1478,Homem,39,"[30,60)",Ocupada
1479,Homem,46,"[30,60)",Inativa
1480,Homem,40,"[30,60)",Ocupada
1481,Homem,31,"[30,60)",Inativa
1482,Homem,43,"[30,60)",Ocupada
1483,Homem,33,"[30,60)",Ocupada
1484,Homem,47,"[30,60)",Inativa
1485,Homem,30,"[30,60)",Inativa
1486,Homem,50,"[30,60)",Inativa
1487,Homem,52,"[30,60)",Ocupada
1488,Homem,58,"[30,60)",Ocupada
1489,Homem,52,"[30,60)",Ocupada
1490,Homem,41,"[30,60)",Inativa
1491,Homem,33,"[30,60)",Inativa
1492,Homem,37,"[30,60)",Ocupada
1493,Homem,43,"[30,60)",Desocupada
1494,Homem,43,"[30,60)",Ocupada
1495,Homem,31,"[30,60)",Ocupada
1496,Homem,58,"[30,60)",Ocupada
1497,Homem,58,"[30,60)",Inativa
1498,Homem,56,"[30,60)",Ocupada
1499,Homem,33,"[30,60)",Ocupada
1500,Homem,34,"[30,60)",Ocupada
1501,Homem,58,"[30,60)",Ocupada
1502,Homem,40,"[30,60)",Ocupada
1503,Homem,46,"[30,60)",Ocupada
1504,Homem,41,"[30,60)",Inativa
1505,Homem,59,"[30,60)",Inativa
1506,Homem,55,"[30,60)",Desocupada
1507,Homem,54,"[30,60)",Ocupada
1508,Homem,52,"[30,60)",Ocupada
1509,Homem,59,"[30,60)",Inativa
1510,Homem,49,"[30,60)",Inativa
1511,Homem,54,"[30,60)",Ocupada
1512,Homem,50,"[30,60)",Inativa
1513,Homem,53,"[30,60)",Ocupada
1514,Homem,43,"[30,60)",Ocupada
1515,Homem,54,"[30,60)",Ocupada
1516,Homem,37,"[30,60)",Ocupada
1517,Homem,30,"[30,60)",Ocupada
1518,Homem,41,"[30,60)",Desocupada
1519,Homem,53,"[30,60)",Ocupada
1520,Homem,40,"[30,60)",Ocupada
1521,Homem,33,"[30,60)",Desocupada
1522,Homem,50,"[30,60)",Ocupada
1523,Homem,31,"[30,60)",Ocupada
1524,Homem,52,"[30,60)",Inativa
1525,Homem,32,"[30,60)",Ocupada
1526,Homem,53,"[30,60)",Inativa
1527,Homem,49,"[30,60)",Ocupada
1528,Homem,44,"[30,60)",Ocupada
1529,Homem,49,"[30,60)",Ocupada
1530,Homem,52,"[30,60)",Ocupada
1531,Homem,34,"[30,60)",Inativa
1532,Homem,52,"[30,60)",Inativa
1533,Homem,47,"[30,60)",Ocupada
1534,Homem,57,"[30,60)",Ocupada
1535,Homem,39,"[30,60)",Inativa
1536,Homem,56,"[30,60)",Ocupada
1537,Homem,55,"[30,60)",Ocupada
1538,Homem,43,"[30,60)",Ocupada
1539,Homem,43,"[30,60)",Ocupada
1540,Homem,48,"[30,60)",Ocupada
1541,Homem,46,"[30,60)",Ocupada
1542,Homem,48,"[30,60)",Ocupada
1543,Homem,59,"[30,60)",Desocupada
1544,Homem,35,"[30,60)",Ocupada
1545,Homem,39,"[30,60)",Ocupada
1546,Homem,44,"[30,60)",Ocupada
1547,Homem,54,"[30,60)",Ocupada
1548,Homem,59,"[30,60)",Ocupada
1549,Homem,43,"[30,60)",Ocupada
1550,Homem,38,"[30,60)",Desocupada
1551,Homem,55,"[30,60)",Inativa
1552,Homem,34,"[30,60)",Ocupada
1553,Homem,54,"[30,60)",Ocupada
1554,Homem,56,"[30,60)",Ocupada
1555,Homem,54,"[30,60)",Ocupada
1556,Homem,44,"[30,60)",Ocupada
1557,Homem,33,"[30,60)",Inativa
1558,Homem,35,"[30,60)",Ocupada
1559,Homem,53,"[30,60)",Ocupada
1560,Homem,56,"[30,60)",Ocupada
1561,Homem,45,"[30,60)",Ocupada
1562,Homem,39,"[30,60)",Ocupada
1563,Homem,51,"[30,60)",Inativa
1564,Homem,34,"[30,60)",Ocupada
1565,Homem,47,"[30,60)",Ocupada
1566,Homem,31,"[30,60)",Ocupada
1567,Homem,40,"[30,60)",Inativa
1568,Homem,44,"[30,60)",Inativa
1569,Homem,40,"[30,60)",Ocupada
1570,Homem,35,"[30,60)",Desocupada
1571,Homem,57,"[30,60)",Inativa
1572,Homem,39,"[30,60)",Inativa
1573,Homem,54,"[30,60)",Ocupada
1574,Homem,47,"[30,60)",Ocupada
1575,Homem,59,"[30,60)",Ocupada
1576,Homem,30,"[30,60)",Inativa
1577,Homem,54,"[30,60)",Ocupada
1578,Homem,46,"[30,60)",Ocupada
1579,Homem,39,"[30,60)",Ocupada
1580,Homem,43,"[30,60)",Ocupada
1581,Homem,45,"[30,60)",Inativa
1582,Homem,34,"[30,60)",Desocupada
1583,Homem,52,"[30,60)",Ocupada
1584,Homem,30,"[30,60)",Ocupada
1585,Homem,32,"[30,60)",Ocupada
1586,Homem,55,"[30,60)",Inativa
1587,Homem,34,"[30,60)",Ocupada
1588,Homem,39,"[30,60)",Desocupada
1589,Homem,52,"[30,60)",Ocupada
1590,Homem,40,"[30,60)",Inativa
1591,Homem,31,"[30,60)",Ocupada
1592,Homem,40,"[30,60)",Inativa
1593,Homem,37,"[30,60)",Ocupada
1594,Homem,48,"[30,60)",Inativa
1595,Homem,51,"[30,60)",Ocupada
1596,Homem,43,"[30,60)",Ocupada
1597,Homem,45,"[30,60)",Inativa
1598,Homem,43,"[30,60)",Ocupada
1599,Homem,33,"[30,60)",Ocupada
1600,Homem,31,"[30,60)",Ocupada
1601,Homem,35,"[30,60)",Ocupada
1602,Homem,41,"[30,60)",Inativa
1603,Homem,55,"[30,60)",Inativa
1604,Homem,31,"[30,60)",Ocupada
1605,Homem,46,"[30,60)",Ocupada
1606,Homem,32,"[30,60)",Ocupada
1607,Homem,33,"[30,60)",Inativa
1608,Homem,50,"[30,60)",Ocupada
1609,Homem,43,"[30,60)",Ocupada
1610,Homem,39,"[30,60)",Ocupada
1611,Homem,51,"[30,60)",Inativa
1612,Homem,38,"[30,60)",Ocupada
1613,Homem,59,"[30,60)",Ocupada
1614,Homem,56,"[30,60)",Ocupada
1615,Homem,34,"[30,60)",Ocupada
1616,Homem,58,"[30,60)",Inativa
1617,Homem,37,"[30,60)",Inativa
1618,Homem,43,"[30,60)",Ocupada
1619,Homem,45,"[30,60)",Inativa
1620,Homem,41,"[30,60)",Ocupada
1621,Homem,33,"[30,60)",Inativa
1622,Homem,46,"[30,60)",Desocupada
1623,Homem,48,"[30,60)",Inativa
1624,Homem,30,"[30,60)",Ocupada
1625,Homem,30,"[30,60)",Inativa
1626,Homem,39,"[30,60)",Ocupada
1627,Homem,31,"[30,60)",Ocupada
1628,Homem,31,"[30,60)",Inativa
1629,Homem,57,"[30,60)",Inativa
1630,Homem,47,"[30,60)",Inativa
1631,Homem,45,"[30,60)",Ocupada
1632,Homem,56,"[30,60)",Ocupada
1633,Homem,54,"[30,60)",Ocupada
1634,Homem,48,"[30,60)",Inativa
1635,Homem,47,"[30,60)",Inativa
1636,Homem,52,"[30,60)",Ocupada
1637,Homem,34,"[30,60)",Inativa
1638,Homem,53,"[30,60)",Ocupada
1639,Homem,49,"[30,60)",Ocupada
1640,Homem,51,"[30,60)",Inativa
1641,Homem,45,"[30,60)",Ocupada
1642,Homem,53,"[30,60)",Ocupada
1643,Homem,34,"[30,60)",Ocupada
1644,Homem,49,"[30,60)",Ocupada
1645,Homem,54,"[30,60)",Ocupada
1646,Homem,39,"[30,60)",Desocupada
1647,Homem,36,"[30,60)",Ocupada
1648,Homem,36,"[30,60)",Ocupada
1649,Homem,37,"[30,60)",Ocupada
1650,Homem,43,"[30,60)",Ocupada
1651,Homem,52,"[30,60)",Inativa
1652,Homem,30,"[30,60)",Inativa
1653,Homem,44,"[30,60)",Ocupada
1654,Homem,31,"[30,60)",Ocupada
1655,Homem,38,"[30,60)",Ocupada
1656,Homem,43,"[30,60)",Ocupada
1657,Homem,59,"[30,60)",Ocupada
1658,Homem,42,"[30,60)",Inativa
1659,Homem,35,"[30,60)",Inativa
1660,Homem,40,"[30,60)",Ocupada
1661,Homem,51,"[30,60)",Ocupada
1662,Homem,51,"[30,60)",Desocupada
1663,Homem,35,"[30,60)",Ocupada
1664,Homem,42,"[30,60)",Inativa
1665,Homem,59,"[30,60)",Ocupada
1666,Homem,40,"[30,60)",Ocupada
1667,Homem,49,"[30,60)",Desocupada
1668,Homem,47,"[30,60)",Inativa
1669,Homem,39,"[30,60)",Ocupada
1670,Homem,47,"[30,60)",Ocupada
1671,Homem,33,"[30,60)",Ocupada
1672,Homem,45,"[30,60)",Ocupada
1673,Homem,38,"[30,60)",Desocupada
1674,Homem,49,"[30,60)",Ocupada
1675,Homem,47,"[30,60)",Ocupada
1676,Homem,30,"[30,60)",Ocupada
1677,Homem,45,"[30,60)",Ocupada
1678,Homem,40,"[30,60)",Inativa
1679,Homem,42,"[30,60)",Ocupada
1680,Homem,54,"[30,60)",Ocupada
1681,Homem,54,"[30,60)",Desocupada
1682,Homem,49,"[30,60)",Ocupada
1683,Homem,40,"[30,60)",Inativa
1684,Homem,46,"[30,60)",Ocupada
1685,Homem,52,"[30,60)",Ocupada
1686,Homem,48,"[30,60)",Ocupada
1687,Homem,55,"[30,60)",Ocupada
1688,Homem,54,"[30,60)",Ocupada
1689,Homem,54,"[30,60)",Ocupada
1690,Homem,44,"[30,60)",Ocupada
1691,Homem,49,"[30,60)",Inativa
1692,Homem,50,"[30,60)",Ocupada
1693,Homem,52,"[30,60)",Ocupada
1694,Homem,39,"[30,60)",Ocupada
1695,Homem,40,"[30,60)",Ocupada
1696,Homem,50,"[30,60)",Ocupada
1697,Homem,52,"[30,60)",Ocupada
1698,Homem,38,"[30,60)",Inativa
1699,Homem,32,"[30,60)",Ocupada
1700,Homem,31,"[30,60)",Ocupada
1701,Homem,34,"[30,60)",Inativa
1702,Homem,53,"[30,60)",Ocupada
1703,Homem,38,"[30,60)",Ocupada
1704,Homem,54,"[30,60)",Ocupada
1705,Homem,44,"[30,60)",Inativa
1706,Homem,35,"[30,60)",Ocupada
1707,Homem,57,"[30,60)",Ocupada
1708,Homem,41,"[30,60)",Ocupada
1709,Homem,40,"[30,60)",Ocupada
1710,Homem,50,"[30,60)",Ocupada
1711,Homem,57,"[30,60)",Desocupada
1712,Homem,58,"[30,60)",Ocupada
1713,Homem,44,"[30,60)",Ocupada
1714,Homem,41,"[30,60)",Ocupada
1715,Homem,57,"[30,60)",Inativa
1716,Homem,42,"[30,60)",Ocupada
1717,Homem,51,"[30,60)",Ocupada
1718,Homem,49,"[30,60)",Desocupada
1719,Homem,42,"[30,60)",Inativa
1720,Homem,39,"[30,60)",Ocupada
1721,Homem,33,"[30,60)",Desocupada
1722,Homem,34,"[30,60)",Ocupada
1723,Homem,56,"[30,60)",Inativa
1724,Homem,38,"[30,60)",Ocupada
1725,Homem,40,"[30,60)",Ocupada
1726,Homem,52,"[30,60)",Ocupada
1727,Homem,55,"[30,60)",Inativa
1728,Homem,55,"[30,60)",Inativa
1729,Homem,34,"[30,60)",Ocupada
1730,Homem,56,"[30,60)",Inativa
1731,Homem,48,"[30,60)",Inativa
1732,Homem,43,"[30,60)",Ocupada
1733,Homem,39,"[30,60)",Ocupada
1734,Homem,49,"[30,60)",Inativa
1735,Homem,53,"[30,60)",Ocupada
1736,Homem,55,"[30,60)",Ocupada
1737,Homem,54,"[30,60)",Ocupada
1738,Homem,31,"[30,60)",Ocupada
1739,Homem,34,"[30,60)",Ocupada
1740,Homem,38,"[30,60)",Inativa
1741,Homem,53,"[30,60)",Ocupada
1742,Homem,58,"[30,60)",Ocupada
1743,Homem,57,"[30,60)",Inativa
1744,Homem,46,"[30,60)",Ocupada
1745,Homem,58,"[30,60)",Ocupada
1746,Homem,47,"[30,60)",Ocupada
1747,Homem,37,"[30,60)",Ocupada
1748,Homem,56,"[30,60)",Ocupada
1749,Homem,46,"[30,60)",Ocupada
1750,Homem,41,"[30,60)",Ocupada
1751,Homem,38,"[30,60)",Inativa
1752,Homem,59,"[30,60)",Desocupada
1753,Homem,32,"[30,60)",Inativa
1754,Homem,41,"[30,60)",Inativa
1755,Homem,49,"[30,60)",Ocupada
1756,Homem,44,"[30,60)",Desocupada
1757,Homem,50,"[30,60)",Inativa
1758,Homem,57,"[30,60)",Ocupada
1759,Homem,37,"[30,60)",Ocupada
1760,Homem,38,"[30,60)",Inativa
1761,Homem,55,"[30,60)",Inativa
1762,Homem,38,"[30,60)",Ocupada
1763,Homem,55,"[30,60)",Ocupada
1764,Homem,42,"[30,60)",Ocupada
1765,Homem,32,"[30,60)",Desocupada
1766,Homem,41,"[30,60)",Inativa
1767,Homem,32,"[30,60)",Ocupada
1768,Homem,55,"[30,60)",Ocupada
1769,Homem,46,"[30,60)",Ocupada
1770,Homem,36,"[30,60)",Ocupada
1771,Homem,34,"[30,60)",Ocupada
1772,Homem,43,"[30,60)",Ocupada
1773,Homem,38,"[30,60)",Desocupada
1774,Homem,58,"[30,60)",Ocupada
1775,Homem,34,"[30,60)",Ocupada
1776,Homem,41,"[30,60)",Ocupada
1777,Homem,36,"[30,60)",Ocupada
1778,Homem,50,"[30,60)",Desocupada
1779,Homem,39,"[30,60)",Ocupada
1780,Homem,37,"[30,60)",Ocupada
1781,Homem,30,"[30,60)",Ocupada
1782,Homem,58,"[30,60)",Ocupada
1783,Homem,34,"[30,60)",Ocupada
1784,Homem,34,"[30,60)",Ocupada
1785,Homem,41,"[30,60)",Ocupada
1786,Homem,56,"[30,60)",Inativa
1787,Homem,41,"[30,60)",Ocupada
1788,Homem,32,"[30,60)",Ocupada
1789,Homem,51,"[30,60)",Ocupada
1790,Homem,30,"[30,60)",Inativa
1791,Homem,33,"[30,60)",Ocupada
1792,Homem,54,"[30,60)",Inativa
1793,Homem,58,"[30,60)",Ocupada
1794,Homem,42,"[30,60)",Ocupada
1795,Homem,56,"[30,60)",Inativa
1796,Homem,35,"[30,60)",Ocupada
1797,Homem,54,"[30,60)",Inativa
1798,Homem,47,"[30,60)",Desocupada
1799,Homem,35,"[30,60)",Ocupada
1800,Homem,50,"[30,60)",Inativa
1801,Homem,36,"[30,60)",Ocupada
1802,Homem,57,"[30,60)",Ocupada
1803,Homem,55,"[30,60)",Ocupada
1804,Homem,41,"[30,60)",Desocupada
1805,Homem,59,"[30,60)",Inativa
1806,Homem,47,"[30,60)",Inativa
1807,Homem,39,"[30,60)",Ocupada
1808,Homem,49,"[30,60)",Ocupada
1809,Homem,43,"[30,60)",Ocupada
1810,Homem,39,"[30,60)",Ocupada
1811,Homem,56,"[30,60)",Ocupada
1812,Homem,38,"[30,60)",Ocupada
1813,Homem,44,"[30,60)",Desocupada
1814,Homem,40,"[30,60)",Ocupada
1815,Homem,40,"[30,60)",Inativa
1816,Homem,40,"[30,60)",Ocupada
1817,Homem,32,"[30,60)",Ocupada
1818,Homem,50,"[30,60)",Inativa
1819,Homem,58,"[30,60)",Inativa
1820,Homem,33,"[30,60)",Ocupada
1821,Homem,39,"[30,60)",Ocupada
1822,Homem,44,"[30,60)",Ocupada
1823,Homem,59,"[30,60)",Ocupada
1824,Homem,46,"[30,60)",Ocupada
1825,Homem,37,"[30,60)",Ocupada
1826,Homem,39,"[30,60)",Ocupada
1827,Homem,35,"[30,60)",Inativa
1828,Homem,44,"[30,60)",Ocupada
1829,Homem,48,"[30,60)",Ocupada
1830,Homem,33,"[30,60)",Ocupada
1831,Homem,32,"[30,60)",Ocupada
1832,Homem,59,"[30,60)",Ocupada
1833,Homem,53,"[30,60)",Ocupada
1834,Homem,45,"[30,60)",Inativa
1835,Homem,53,"[30,60)",Ocupada
1836,Homem,59,"[30,60)",Ocupada
1837,Homem,51,"[30,60)",Ocupada
1838,Homem,59,"[30,60)",Ocupada
1839,Homem,54,"[30,60)",Inativa
1840,Homem,58,"[30,60)",Desocupada
1841,Homem,56,"[30,60)",Inativa
1842,Homem,38,"[30,60)",Inativa
1843,Homem,58,"[30,60)",Ocupada
1844,Homem,51,"[30,60)",Desocupada
1845,Homem,43,"[30,60)",Ocupada
1846,Homem,38,"[30,60)",Inativa
1847,Homem,34,"[30,60)",Ocupada
1848,Homem,46,"[30,60)",Ocupada
1849,Homem,57,"[30,60)",Ocupada
1850,Homem,34,"[30,60)",Ocupada
1851,Homem,59,"[30,60)",Inativa
1852,Homem,40,"[30,60)",Inativa
1853,Homem,58,"[30,60)",Inativa
1854,Homem,49,"[30,60)",Ocupada
1855,Homem,32,"[30,60)",Ocupada
1856,Homem,42,"[30,60)",Ocupada
1857,Homem,45,"[30,60)",Ocupada
1858,Homem,39,"[30,60)",Ocupada
1859,Homem,30,"[30,60)",Ocupada
1860,Homem,35,"[30,60)",Ocupada
1861,Homem,41,"[30,60)",Ocupada
1862,Homem,53,"[30,60)",Ocupada
1863,Homem,59,"[30,60)",Inativa
1864,Homem,31,"[30,60)",Ocupada
1865,Homem,55,"[30,60)",Inativa
1866,Homem,34,"[30,60)",Inativa
1867,Homem,50,"[30,60)",Desocupada
1868,Homem,53,"[30,60)",Ocupada
1869,Homem,40,"[30,60)",Ocupada
1870,Homem,47,"[30,60)",Inativa
1871,Homem,45,"[30,60)",Ocupada
1872,Homem,34,"[30,60)",Ocupada
1873,Homem,31,"[30,60)",Ocupada
1874,Homem,55,"[30,60)",Ocupada
1875,Homem,47,"[30,60)",Desocupada
1876,Homem,33,"[30,60)",Ocupada
1877,Homem,37,"[30,60)",Desocupada
1878,Homem,36,"[30,60)",Ocupada
1879,Homem,45,"[30,60)",Inativa
1880,Homem,50,"[30,60)",Ocupada
1881,Homem,33,"[30,60)",Inativa
1882,Homem,43,"[30,60)",Ocupada
1883,Homem,48,"[30,60)",Ocupada
1884,Homem,37,"[30,60)",Ocupada
1885,Homem,47,"[30,60)",Inativa
1886,Homem,51,"[30,60)",Ocupada
1887,Homem,46,"[30,60)",Inativa
1888,Homem,53,"[30,60)",Inativa
1889,Homem,32,"[30,60)",Ocupada
1890,Homem,47,"[30,60)",Ocupada
1891,Homem,48,"[30,60)",Ocupada
1892,Homem,34,"[30,60)",Inativa
1893,Homem,37,"[30,60)",Inativa
1894,Homem,51,"[30,60)",Ocupada
1895,Homem,54,"[30,60)",Ocupada
1896,Homem,32,"[30,60)",Ocupada
1897,Homem,49,"[30,60)",Ocupada
1898,Homem,58,"[30,60)",Ocupada
1899,Homem,48,"[30,60)",Ocupada
1900,Homem,48,"[30,60)",Ocupada
1901,Homem,47,"[30,60)",Ocupada
1902,Homem,59,"[30,60)",Ocupada
1903,Homem,50,"[30,60)",Inativa
1904,Homem,49,"[30,60)",Desocupada
1905,Homem,54,"[30,60)",Ocupada
1906,Homem,55,"[30,60)",Ocupada
1907,Homem,53,"[30,60)",Ocupada
1908,Homem,43,"[30,60)",Ocupada
1909,Homem,30,"[30,60)",Desocupada
1910,Homem,33,"[30,60)",Desocupada
1911,Homem,45,"[30,60)",Inativa
1912,Homem,57,"[30,60)",Ocupada
1913,Homem,58,"[30,60)",Ocupada
1914,Homem,43,"[30,60)",Ocupada
1915,Homem,41,"[30,60)",Ocupada
1916,Homem,36,"[30,60)",Ocupada
1917,Homem,47,"[30,60)",Ocupada
1918,Homem,59,"[30,60)",Ocupada
1919,Homem,49,"[30,60)",Inativa
1920,Homem,51,"[30,60)",Ocupada
1921,Homem,40,"[30,60)",Ocupada
1922,Homem,51,"[30,60)",Inativa
1923,Homem,59,"[30,60)",Ocupada
1924,Homem,46,"[30,60)",Ocupada
1925,Homem,50,"[30,60)",Ocupada
1926,Homem,59,"[30,60)",Inativa
1927,Homem,35,"[30,60)",Ocupada
1928,Homem,48,"[30,60)",Ocupada
1929,Homem,42,"[30,60)",Ocupada
1930,Homem,41,"[30,60)",Inativa
1931,Homem,49,"[30,60)",Ocupada
1932,Homem,50,"[30,60)",Ocupada
1933,Homem,47,"[30,60)",Ocupada
1934,Homem,32,"[30,60)",Desocupada
1935,Homem,32,"[30,60)",Ocupada
1936,Homem,43,"[30,60)",Ocupada
1937,Homem,50,"[30,60)",Ocupada
1938,Homem,34,"[30,60)",Inativa
1939,Homem,36,"[30,60)",Ocupada
1940,Homem,47,"[30,60)",Ocupada
1941,Homem,53,"[30,60)",Inativa
1942,Homem,38,"[30,60)",Ocupada
1943,Homem,35,"[30,60)",Ocupada
1944,Homem,41,"[30,60)",Inativa
1945,Homem,40,"[30,60)",Ocupada
1946,Homem,40,"[30,60)",Ocupada
1947,Homem,58,"[30,60)",Desocupada
1948,Homem,35,"[30,60)",Ocupada
1949,Homem,31,"[30,60)",Inativa
1950,Homem,58,"[30,60)",Ocupada
1951,Homem,35,"[30,60)",Ocupada
1952,Homem,39,"[30,60)",Ocupada
1953,Homem,49,"[30,60)",Ocupada
1954,Homem,32,"[30,60)",Ocupada
1955,Homem,54,"[30,60)",Ocupada
1956,Homem,42,"[30,60)",Ocupada
1957,Homem,50,"[30,60)",Ocupada
1958,Homem,43,"[30,60)",Ocupada
1959,Homem,53,"[30,60)",Inativa
1960,Homem,41,"[30,60)",Ocupada
1961,Homem,50,"[30,60)",Ocupada
1962,Homem,35,"[30,60)",Ocupada
1963,Homem,46,"[30,60)",Desocupada
1964,Homem,39,"[30,60)",Ocupada
1965,Homem,58,"[30,60)",Ocupada
1966,Homem,40,"[30,60)",Ocupada
1967,Homem,35,"[30,60)",Ocupada
1968,Homem,56,"[30,60)",Inativa
1969,Homem,54,"[30,60)",Ocupada
1970,Homem,42,"[30,60)",Ocupada
1971,Homem,44,"[30,60)",Ocupada
1972,Homem,46,"[30,60)",Ocupada
1973,Homem,50,"[30,60)",Ocupada
1974,Homem,53,"[30,60)",Inativa
1975,Homem,54,"[30,60)",Ocupada
1976,Homem,59,"[30,60)",Inativa
1977,Homem,56,"[30,60)",Inativa
1978,Homem,35,"[30,60)",Ocupada
1979,Homem,32,"[30,60)",Ocupada
1980,Homem,53,"[30,60)",Inativa
1981,Homem,31,"[30,60)",Ocupada
1982,Homem,36,"[30,60)",Ocupada
1983,Homem,46,"[30,60)",Ocupada
1984,Homem,30,"[30,60)",Ocupada
1985,Homem,34,"[30,60)",Ocupada
1986,Homem,45,"[30,60)",Ocupada
1987,Homem,34,"[30,60)",Ocupada
1988,Homem,35,"[30,60)",Ocupada
1989,Homem,44,"[30,60)",Desocupada
1990,Homem,45,"[30,60)",Ocupada
1991,Homem,45,"[30,60)",Ocupada
1992,Homem,53,"[30,60)",Inativa
1993,Homem,52,"[30,60)",Inativa
1994,Homem,48,"[30,60)",Inativa
1995,Homem,46,"[30,60)",Ocupada
1996,Homem,35,"[30,60)",Ocupada
1997,Homem,34,"[30,60)",Ocupada
1998,Homem,33,"[30,60)",Ocupada
1999,Homem,33,"[30,60)",Inativa
2000,Homem,53,"[30,60)",Desocupada
2001,Homem,32,"[30,60)",Ocupada
2002,Homem,59,"[30,60)",Inativa
2003,Homem,43,"[30,60)",Inativa
2004,Homem,33,"[30,60)",Ocupada
2005,Homem,31,"[30,60)",Ocupada
2006,Homem,33,"[30,60)",Inativa
2007,Homem,59,"[30,60)",Inativa
2008,Homem,58,"[30,60)",Ocupada
2009,Homem,32,"[30,60)",Inativa
2010,Homem,38,"[30,60)",Desocupada
2011,Homem,33,"[30,60)",Ocupada
2012,Homem,47,"[30,60)",Ocupada
2013,Homem,43,"[30,60)",Inativa
2014,Homem,40,"[30,60)",Inativa
2015,Homem,48,"[30,60)",Ocupada
2016,Homem,44,"[30,60)",Ocupada
2017,Homem,48,"[30,60)",Ocupada
2018,Homem,45,"[30,60)",Ocupada
2019,Homem,55,"[30,60)",Ocupada
2020,Homem,46,"[30,60)",Ocupada
2021,Homem,40,"[30,60)",Ocupada
2022,Homem,47,"[30,60)",Ocupada
2023,Homem,39,"[30,60)",Ocupada
2024,Homem,48,"[30,60)",Ocupada
2025,Homem,30,"[30,60)",Ocupada
2026,Homem,35,"[30,60)",Ocupada
2027,Homem,34,"[30,60)",Ocupada
2028,Homem,32,"[30,60)",Ocupada
2029,Homem,39,"[30,60)",Inativa
2030,Homem,41,"[30,60)",Ocupada
2031,Homem,55,"[30,60)",Ocupada
2032,Homem,40,"[30,60)",Ocupada
2033,Homem,50,"[30,60)",Ocupada
2034,Homem,59,"[30,60)",Inativa
2035,Homem,51,"[30,60)",Inativa
2036,Homem,37,"[30,60)",Inativa
2037,Homem,48,"[30,60)",Ocupada
2038,Homem,51,"[30,60)",Ocupada
2039,Homem,37,"[30,60)",Inativa
2040,Homem,43,"[30,60)",Ocupada
2041,Homem,49,"[30,60)",Ocupada
2042,Homem,53,"[30,60)",Ocupada
2043,Homem,58,"[30,60)",Inativa
2044,Homem,36,"[30,60)",Ocupada
2045,Homem,42,"[30,60)",Ocupada
2046,Homem,43,"[30,60)",Ocupada
2047,Homem,35,"[30,60)",Ocupada
2048,Homem,43,"[30,60)",Ocupada
2049,Homem,54,"[30,60)",Ocupada
2050,Homem,57,"[30,60)",Ocupada
2051,Homem,37,"[30,60)",Inativa
2052,Homem,36,"[30,60)",Ocupada
2053,Homem,53,"[30,60)",Ocupada
2054,Homem,48,"[30,60)",Ocupada
2055,Homem,34,"[30,60)",Ocupada
2056,Homem,41,"[30,60)",Inativa
